lookupVariable,lookupValue_na,lookupValue,newVariable,newValue
Species,resourcePotentialesswss254BIOMASS,resourcePotentialesswss254BIOMASS.csv,Spp,Bay Anchovy
Species,resourcePotentialesswss255BIOMASS,resourcePotentialesswss255BIOMASS.csv,Spp,Sailfish
Species,resourcePotentialesswss256BIOMASS,resourcePotentialesswss256BIOMASS.csv,Spp,Pelagic Fish (Ns)
Species,resourcePotentialesswss257BIOMASS,resourcePotentialesswss257BIOMASS.csv,Spp,Amberjacks
Species,resourcePotentialesswss258BIOMASS,resourcePotentialesswss258BIOMASS.csv,Spp,Atlantic Croaker
Species,resourcePotentialesswss259BIOMASS,resourcePotentialesswss259BIOMASS.csv,Spp,Atl Needlefish
Species,resourcePotentialesswss260BIOMASS,resourcePotentialesswss260BIOMASS.csv,Spp,Atl Thread Herring
Species,resourcePotentialesswss261BIOMASS,resourcePotentialesswss261BIOMASS.csv,Spp,Common Pompano
Species,resourcePotentialesswss262BIOMASS,resourcePotentialesswss262BIOMASS.csv,Spp,Gizzard Shad
Species,resourcePotentialesswss263BIOMASS,resourcePotentialesswss263BIOMASS.csv,Spp,Grunts (Grunters)
Species,resourcePotentialesswss264BIOMASS,resourcePotentialesswss264BIOMASS.csv,Spp,Hickory Shad
Species,resourcePotentialesswss265BIOMASS,resourcePotentialesswss265BIOMASS.csv,Spp,Mullets
Species,resourcePotentialesswss266BIOMASS,resourcePotentialesswss266BIOMASS.csv,Spp,Pigfish
Species,resourcePotentialesswss267BIOMASS,resourcePotentialesswss267BIOMASS.csv,Spp,Red Drum
Species,resourcePotentialesswss268BIOMASS,resourcePotentialesswss268BIOMASS.csv,Spp,Red Porgy
Species,resourcePotentialesswss269BIOMASS,resourcePotentialesswss269BIOMASS.csv,Spp,Rough Shad
Species,resourcePotentialesswss270BIOMASS,resourcePotentialesswss270BIOMASS.csv,Spp,Spot Croaker
Species,resourcePotentialesswss271BIOMASS,resourcePotentialesswss271BIOMASS.csv,Spp,Spotted Weakfish
Species,resourcePotentialesswss272BIOMASS,resourcePotentialesswss272BIOMASS.csv,Spp,Sturgeons
Species,resourcePotentialesswss273BIOMASS,resourcePotentialesswss273BIOMASS.csv,Spp,Trouts
Species,resourcePotentialesswss274BIOMASS,resourcePotentialesswss274BIOMASS.csv,Spp,Dogfishes (Ns)
Species,resourcePotentialesswss275BIOMASS,resourcePotentialesswss275BIOMASS.csv,Spp,Cartilaginous Fishes
Species,resourcePotentialesswss276BIOMASS,resourcePotentialesswss276BIOMASS.csv,Spp,Deepsea Smelts (Ns)
Species,resourcePotentialesswss277BIOMASS,resourcePotentialesswss277BIOMASS.csv,Spp,Trichopsetta Sp.
Species,resourcePotentialesswss278BIOMASS,resourcePotentialesswss278BIOMASS.csv,Spp,Rockfishes (Ns)
Species,resourcePotentialesswss279BIOMASS,resourcePotentialesswss279BIOMASS.csv,Spp,Symbolophorus Sp.
Species,resourcePotentialesswss280BIOMASS,resourcePotentialesswss280BIOMASS.csv,Spp,Scorpionfishes
Species,resourcePotentialesswss281BIOMASS,resourcePotentialesswss281BIOMASS.csv,Spp,Alosa Sp.
Species,resourcePotentialesswss282BIOMASS,resourcePotentialesswss282BIOMASS.csv,Spp,Channel Flounder
Species,resourcePotentialesswss283BIOMASS,resourcePotentialesswss283BIOMASS.csv,Spp,Labrador Redfish
Species,resourcePotentialesswss284BIOMASS,resourcePotentialesswss284BIOMASS.csv,Spp,L. Ater
Species,resourcePotentialesswss285BIOMASS,resourcePotentialesswss285BIOMASS.csv,Spp,Naucrates Sp.
Species,resourcePotentialesswss286BIOMASS,resourcePotentialesswss286BIOMASS.csv,Spp,Benthosema Sp.
Species,resourcePotentialesswss287BIOMASS,resourcePotentialesswss287BIOMASS.csv,Spp,N. Bolini
Species,resourcePotentialesswss288BIOMASS,resourcePotentialesswss288BIOMASS.csv,Spp,Argentines (Ns)
Species,resourcePotentialesswss289BIOMASS,resourcePotentialesswss289BIOMASS.csv,Spp,Caulolatilus Sp.
Species,resourcePotentialesswss290BIOMASS,resourcePotentialesswss290BIOMASS.csv,Spp,Herring/Capelin Like
Species,resourcePotentialesswss291BIOMASS,resourcePotentialesswss291BIOMASS.csv,Spp,B. Compsus
Species,resourcePotentialesswss292BIOMASS,resourcePotentialesswss292BIOMASS.csv,Spp,B. Photothorax
Species,resourcePotentialesswss293BIOMASS,resourcePotentialesswss293BIOMASS.csv,Spp,Ceratoscopelus Sp.
Species,resourcePotentialesswss294BIOMASS,resourcePotentialesswss294BIOMASS.csv,Spp,Salmoniformes
Species,resourcePotentialesswss295BIOMASS,resourcePotentialesswss295BIOMASS.csv,Spp,Bathylagus
Species,resourcePotentialesswss296BIOMASS,resourcePotentialesswss296BIOMASS.csv,Spp,Snake Mackerels (Ns)
Species,resourcePotentialesswss297BIOMASS,resourcePotentialesswss297BIOMASS.csv,Spp,Svetovidovia Sp.
Species,resourcePotentialesswss298BIOMASS,resourcePotentialesswss298BIOMASS.csv,Spp,Lophiiformes
Species,resourcePotentialesswss299BIOMASS,resourcePotentialesswss299BIOMASS.csv,Spp,Scorpaeniformes (Order)
Species,resourcePotentialesswss300BIOMASS,resourcePotentialesswss300BIOMASS.csv,Spp,Longhorn Sculpin
Species,resourcePotentialesswss301BIOMASS,resourcePotentialesswss301BIOMASS.csv,Spp,Shorthorn Sculpin
Species,resourcePotentialesswss302BIOMASS,resourcePotentialesswss302BIOMASS.csv,Spp,Arctic Staghorn Sculpin
Species,resourcePotentialesswss303BIOMASS,resourcePotentialesswss303BIOMASS.csv,Spp,Grubby(Little)
Species,resourcePotentialesswss304BIOMASS,resourcePotentialesswss304BIOMASS.csv,Spp,Moustache (Mailed) Sculpin
Species,resourcePotentialesswss305BIOMASS,resourcePotentialesswss305BIOMASS.csv,Spp,Bigeye Sculpin
Species,resourcePotentialesswss306BIOMASS,resourcePotentialesswss306BIOMASS.csv,Spp,Arctic Hookear Sculpin
Species,resourcePotentialesswss307BIOMASS,resourcePotentialesswss307BIOMASS.csv,Spp,Polar Sculpin
Species,resourcePotentialesswss308BIOMASS,resourcePotentialesswss308BIOMASS.csv,Spp,Pallid Sculpin
Species,resourcePotentialesswss309BIOMASS,resourcePotentialesswss309BIOMASS.csv,Spp,Sculpin (Ns)
Species,resourcePotentialesswss310BIOMASS,resourcePotentialesswss310BIOMASS.csv,Spp,Sculpin
Species,resourcePotentialesswss311BIOMASS,resourcePotentialesswss311BIOMASS.csv,Spp,Sculpin Unidentified
Species,resourcePotentialesswss312BIOMASS,resourcePotentialesswss312BIOMASS.csv,Spp,Sculpins
Species,resourcePotentialesswss313BIOMASS,resourcePotentialesswss313BIOMASS.csv,Spp,Twohorn Sculpin
Species,resourcePotentialesswss314BIOMASS,resourcePotentialesswss314BIOMASS.csv,Spp,Spatulate Sculpin
Species,resourcePotentialesswss315BIOMASS,resourcePotentialesswss315BIOMASS.csv,Spp,Fourhorn Sculpin
Species,resourcePotentialesswss316BIOMASS,resourcePotentialesswss316BIOMASS.csv,Spp,Arctic Sculpin
Species,resourcePotentialesswss317BIOMASS,resourcePotentialesswss317BIOMASS.csv,Spp,Ribbed Sculpin
Species,resourcePotentialesswss318BIOMASS,resourcePotentialesswss318BIOMASS.csv,Spp,Sculpin
Species,resourcePotentialesswss319BIOMASS,resourcePotentialesswss319BIOMASS.csv,Spp,L. Barbatula
Species,resourcePotentialesswss320BIOMASS,resourcePotentialesswss320BIOMASS.csv,Spp,Sea Raven
Species,resourcePotentialesswss321BIOMASS,resourcePotentialesswss321BIOMASS.csv,Spp,Thunnus Sp.
Species,resourcePotentialesswss322BIOMASS,resourcePotentialesswss322BIOMASS.csv,Spp,C. Pseudopallida
Species,resourcePotentialesswss323BIOMASS,resourcePotentialesswss323BIOMASS.csv,Spp,Hookear Sculpin (Ns)
Species,resourcePotentialesswss324BIOMASS,resourcePotentialesswss324BIOMASS.csv,Spp,M. Antillarum
Species,resourcePotentialesswss325BIOMASS,resourcePotentialesswss325BIOMASS.csv,Spp,Engyophrys Senta
Species,resourcePotentialesswss326BIOMASS,resourcePotentialesswss326BIOMASS.csv,Spp,Porgies (Ns)
Species,resourcePotentialesswss327BIOMASS,resourcePotentialesswss327BIOMASS.csv,Spp,Myctophum Asperum
Species,resourcePotentialesswss328BIOMASS,resourcePotentialesswss328BIOMASS.csv,Spp,Butterflyfishes (Ns)
Species,resourcePotentialesswss329BIOMASS,resourcePotentialesswss329BIOMASS.csv,Spp,Searobins
Species,resourcePotentialesswss330BIOMASS,resourcePotentialesswss330BIOMASS.csv,Spp,"Northern,Common Searobin"
Species,resourcePotentialesswss331BIOMASS,resourcePotentialesswss331BIOMASS.csv,Spp,Armored Sea Robin
Species,resourcePotentialesswss332BIOMASS,resourcePotentialesswss332BIOMASS.csv,Spp,Striped Searobin
Species,resourcePotentialesswss333BIOMASS,resourcePotentialesswss333BIOMASS.csv,Spp,T. Orbisulcus
Species,resourcePotentialesswss334BIOMASS,resourcePotentialesswss334BIOMASS.csv,Spp,Chauliodus Danae
Species,resourcePotentialesswss335BIOMASS,resourcePotentialesswss335BIOMASS.csv,Spp,Chauliodus Sp.
Species,resourcePotentialesswss336BIOMASS,resourcePotentialesswss336BIOMASS.csv,Spp,Herring (Ns)
Species,resourcePotentialesswss337BIOMASS,resourcePotentialesswss337BIOMASS.csv,Spp,"Smelts,Capelin (Ns)"
Species,resourcePotentialesswss338BIOMASS,resourcePotentialesswss338BIOMASS.csv,Spp,Aristostomias Sp.
Species,resourcePotentialesswss339BIOMASS,resourcePotentialesswss339BIOMASS.csv,Spp,Lizardfishes
Species,resourcePotentialesswss340BIOMASS,resourcePotentialesswss340BIOMASS.csv,Spp,Alligatorfish
Species,resourcePotentialesswss341BIOMASS,resourcePotentialesswss341BIOMASS.csv,Spp,Arctic Alligatorfish
Species,resourcePotentialesswss342BIOMASS,resourcePotentialesswss342BIOMASS.csv,Spp,H. Reinhardtii
Species,resourcePotentialesswss343BIOMASS,resourcePotentialesswss343BIOMASS.csv,Spp,Lampadena Sp.
Species,resourcePotentialesswss344BIOMASS,resourcePotentialesswss344BIOMASS.csv,Spp,Fringed Flounder
Species,resourcePotentialesswss345BIOMASS,resourcePotentialesswss345BIOMASS.csv,Spp,Spotfin Flounder
Species,resourcePotentialesswss346BIOMASS,resourcePotentialesswss346BIOMASS.csv,Spp,Flatfish
Species,resourcePotentialesswss347BIOMASS,resourcePotentialesswss347BIOMASS.csv,Spp,Bathylagus Greyae
Species,resourcePotentialesswss348BIOMASS,resourcePotentialesswss348BIOMASS.csv,Spp,Vinciguerria Sp.
Species,resourcePotentialesswss349BIOMASS,resourcePotentialesswss349BIOMASS.csv,Spp,Ladyfish
Species,resourcePotentialesswss350BIOMASS,resourcePotentialesswss350BIOMASS.csv,Spp,Atl Sea Poacher
Species,resourcePotentialesswss351BIOMASS,resourcePotentialesswss351BIOMASS.csv,Spp,Alligator Fish (Ns)
Species,resourcePotentialesswss352BIOMASS,resourcePotentialesswss352BIOMASS.csv,Spp,Bigeyes (Ns)
Species,resourcePotentialesswss353BIOMASS,resourcePotentialesswss353BIOMASS.csv,Spp,Bigeye
Species,resourcePotentialesswss354BIOMASS,resourcePotentialesswss354BIOMASS.csv,Spp,B. Imberbis
Species,resourcePotentialesswss355BIOMASS,resourcePotentialesswss355BIOMASS.csv,Spp,Regalecus Glesne
Species,resourcePotentialesswss356BIOMASS,resourcePotentialesswss356BIOMASS.csv,Spp,Rondeletia Loricata
Species,resourcePotentialesswss357BIOMASS,resourcePotentialesswss357BIOMASS.csv,Spp,M. Zugmayeri
Species,resourcePotentialesswss358BIOMASS,resourcePotentialesswss358BIOMASS.csv,Spp,Atl Thornyhead
Species,resourcePotentialesswss359BIOMASS,resourcePotentialesswss359BIOMASS.csv,Spp,D. Multistriatus
Species,resourcePotentialesswss360BIOMASS,resourcePotentialesswss360BIOMASS.csv,Spp,Stickleback Unidentified
Species,resourcePotentialesswss361BIOMASS,resourcePotentialesswss361BIOMASS.csv,Spp,Threespine Stickleback
Species,resourcePotentialesswss362BIOMASS,resourcePotentialesswss362BIOMASS.csv,Spp,Ninespine Stickleback
Species,resourcePotentialesswss363BIOMASS,resourcePotentialesswss363BIOMASS.csv,Spp,Fourspine Stickleback
Species,resourcePotentialesswss364BIOMASS,resourcePotentialesswss364BIOMASS.csv,Spp,Blackspotted Stickleback
Species,resourcePotentialesswss365BIOMASS,resourcePotentialesswss365BIOMASS.csv,Spp,B. Atlanticus
Species,resourcePotentialesswss366BIOMASS,resourcePotentialesswss366BIOMASS.csv,Spp,Shortspine Boarfish
Species,resourcePotentialesswss367BIOMASS,resourcePotentialesswss367BIOMASS.csv,Spp,Ballonfish
Species,resourcePotentialesswss368BIOMASS,resourcePotentialesswss368BIOMASS.csv,Spp,Melamphaes Pumilus
Species,resourcePotentialesswss369BIOMASS,resourcePotentialesswss369BIOMASS.csv,Spp,Chlopsis Sp.
Species,resourcePotentialesswss370BIOMASS,resourcePotentialesswss370BIOMASS.csv,Spp,Myctophum Sp.
Species,resourcePotentialesswss371BIOMASS,resourcePotentialesswss371BIOMASS.csv,Spp,Hemipteronotus Sp.
Species,resourcePotentialesswss372BIOMASS,resourcePotentialesswss372BIOMASS.csv,Spp,T. Bifasciatum
Species,resourcePotentialesswss373BIOMASS,resourcePotentialesswss373BIOMASS.csv,Spp,Melanocetus Sp.
Species,resourcePotentialesswss374BIOMASS,resourcePotentialesswss374BIOMASS.csv,Spp,Hemanthias Sp.
Species,resourcePotentialesswss375BIOMASS,resourcePotentialesswss375BIOMASS.csv,Spp,Antennarius Sp.
Species,resourcePotentialesswss376BIOMASS,resourcePotentialesswss376BIOMASS.csv,Spp,Polyipnus Sp.
Species,resourcePotentialesswss377BIOMASS,resourcePotentialesswss377BIOMASS.csv,Spp,Decapterus Sp.
Species,resourcePotentialesswss378BIOMASS,resourcePotentialesswss378BIOMASS.csv,Spp,Glossanodon Sp.
Species,resourcePotentialesswss379BIOMASS,resourcePotentialesswss379BIOMASS.csv,Spp,Cyclopsetta Sp.
Species,resourcePotentialesswss380BIOMASS,resourcePotentialesswss380BIOMASS.csv,Spp,Holocanthus Sp.
Species,resourcePotentialesswss381BIOMASS,resourcePotentialesswss381BIOMASS.csv,Spp,Symphysanodon Sp.
Species,resourcePotentialesswss382BIOMASS,resourcePotentialesswss382BIOMASS.csv,Spp,Monolene Sp.
Species,resourcePotentialesswss383BIOMASS,resourcePotentialesswss383BIOMASS.csv,Spp,E. Balboa
Species,resourcePotentialesswss384BIOMASS,resourcePotentialesswss384BIOMASS.csv,Spp,Deepbody Boarfish
Species,resourcePotentialesswss385BIOMASS,resourcePotentialesswss385BIOMASS.csv,Spp,Deepwater Flounder
Species,resourcePotentialesswss386BIOMASS,resourcePotentialesswss386BIOMASS.csv,Spp,Smallmouth Flounder
Species,resourcePotentialesswss387BIOMASS,resourcePotentialesswss387BIOMASS.csv,Spp,Horned Whiff
Species,resourcePotentialesswss388BIOMASS,resourcePotentialesswss388BIOMASS.csv,Spp,C. Gymnorhinus
Species,resourcePotentialesswss389BIOMASS,resourcePotentialesswss389BIOMASS.csv,Spp,I. Ovatus
Species,resourcePotentialesswss390BIOMASS,resourcePotentialesswss390BIOMASS.csv,Spp,M. Obtusirostra
Species,resourcePotentialesswss391BIOMASS,resourcePotentialesswss391BIOMASS.csv,Spp,F. Boureei
Species,resourcePotentialesswss392BIOMASS,resourcePotentialesswss392BIOMASS.csv,Spp,C. Pliopterus
Species,resourcePotentialesswss393BIOMASS,resourcePotentialesswss393BIOMASS.csv,Spp,Eustomias Bigelowi
Species,resourcePotentialesswss394BIOMASS,resourcePotentialesswss394BIOMASS.csv,Spp,E. Lipochirus
Species,resourcePotentialesswss395BIOMASS,resourcePotentialesswss395BIOMASS.csv,Spp,M. Longibarbatus
Species,resourcePotentialesswss396BIOMASS,resourcePotentialesswss396BIOMASS.csv,Spp,P. Guernei
Species,resourcePotentialesswss397BIOMASS,resourcePotentialesswss397BIOMASS.csv,Spp,Ocellated Frogfish
Species,resourcePotentialesswss398BIOMASS,resourcePotentialesswss398BIOMASS.csv,Spp,Frogfishes (Ns)
Species,resourcePotentialesswss399BIOMASS,resourcePotentialesswss399BIOMASS.csv,Spp,Sargassumfish
Species,resourcePotentialesswss400BIOMASS,resourcePotentialesswss400BIOMASS.csv,Spp,"Monkfish,Goosefish,Angler"
Species,resourcePotentialesswss401BIOMASS,resourcePotentialesswss401BIOMASS.csv,Spp,Deepsea Angler
Species,resourcePotentialesswss402BIOMASS,resourcePotentialesswss402BIOMASS.csv,Spp,Triplewart Seadevil
Species,resourcePotentialesswss403BIOMASS,resourcePotentialesswss403BIOMASS.csv,Spp,Atl Footballfish
Species,resourcePotentialesswss404BIOMASS,resourcePotentialesswss404BIOMASS.csv,Spp,Himantolophus Sp.
Species,resourcePotentialesswss405BIOMASS,resourcePotentialesswss405BIOMASS.csv,Spp,C. Jordani
Species,resourcePotentialesswss406BIOMASS,resourcePotentialesswss406BIOMASS.csv,Spp,L. Algibarbata
Species,resourcePotentialesswss407BIOMASS,resourcePotentialesswss407BIOMASS.csv,Spp,L. Coronata
Species,resourcePotentialesswss408BIOMASS,resourcePotentialesswss408BIOMASS.csv,Spp,L. Lucifera
Species,resourcePotentialesswss409BIOMASS,resourcePotentialesswss409BIOMASS.csv,Spp,Amer Straptail Grenadier
Species,resourcePotentialesswss410BIOMASS,resourcePotentialesswss410BIOMASS.csv,Spp,Marlin-Spike Grenadier
Species,resourcePotentialesswss411BIOMASS,resourcePotentialesswss411BIOMASS.csv,Spp,Roughhead Grenadier
Species,resourcePotentialesswss412BIOMASS,resourcePotentialesswss412BIOMASS.csv,Spp,Roughnose Grenadier
Species,resourcePotentialesswss413BIOMASS,resourcePotentialesswss413BIOMASS.csv,Spp,Longnose Grenadier
Species,resourcePotentialesswss414BIOMASS,resourcePotentialesswss414BIOMASS.csv,Spp,Rock Grenadier(Roundnose)
Species,resourcePotentialesswss415BIOMASS,resourcePotentialesswss415BIOMASS.csv,Spp,Caulophrynidae
Species,resourcePotentialesswss416BIOMASS,resourcePotentialesswss416BIOMASS.csv,Spp,Grenadiers (Ns)
Species,resourcePotentialesswss417BIOMASS,resourcePotentialesswss417BIOMASS.csv,Spp,Heterophotus Sp.
Species,resourcePotentialesswss418BIOMASS,resourcePotentialesswss418BIOMASS.csv,Spp,Gigantactis
Species,resourcePotentialesswss419BIOMASS,resourcePotentialesswss419BIOMASS.csv,Spp,P. Margarita
Species,resourcePotentialesswss420BIOMASS,resourcePotentialesswss420BIOMASS.csv,Spp,Mojarra (Ns)
Species,resourcePotentialesswss421BIOMASS,resourcePotentialesswss421BIOMASS.csv,Spp,M. Microstoma
Species,resourcePotentialesswss422BIOMASS,resourcePotentialesswss422BIOMASS.csv,Spp,A. Affinis
Species,resourcePotentialesswss423BIOMASS,resourcePotentialesswss423BIOMASS.csv,Spp,Diaphus Lucidus
Species,resourcePotentialesswss424BIOMASS,resourcePotentialesswss424BIOMASS.csv,Spp,Diaphus Garmani
Species,resourcePotentialesswss425BIOMASS,resourcePotentialesswss425BIOMASS.csv,Spp,"Eels,Moray (Ns)"
Species,resourcePotentialesswss426BIOMASS,resourcePotentialesswss426BIOMASS.csv,Spp,Pygmy Moray
Species,resourcePotentialesswss427BIOMASS,resourcePotentialesswss427BIOMASS.csv,Spp,Gymnothorax Sp.
Species,resourcePotentialesswss428BIOMASS,resourcePotentialesswss428BIOMASS.csv,Spp,D. Brachycephalus
Species,resourcePotentialesswss429BIOMASS,resourcePotentialesswss429BIOMASS.csv,Spp,"Eels,Conger"
Species,resourcePotentialesswss430BIOMASS,resourcePotentialesswss430BIOMASS.csv,Spp,Ariosoma Sp.
Species,resourcePotentialesswss431BIOMASS,resourcePotentialesswss431BIOMASS.csv,Spp,Conger Sp.
Species,resourcePotentialesswss432BIOMASS,resourcePotentialesswss432BIOMASS.csv,Spp,Hildebrandia Sp.
Species,resourcePotentialesswss433BIOMASS,resourcePotentialesswss433BIOMASS.csv,Spp,Nystactichthys Sp.
Species,resourcePotentialesswss434BIOMASS,resourcePotentialesswss434BIOMASS.csv,Spp,Paraconger Sp.
Species,resourcePotentialesswss435BIOMASS,resourcePotentialesswss435BIOMASS.csv,Spp,P. Splendens
Species,resourcePotentialesswss436BIOMASS,resourcePotentialesswss436BIOMASS.csv,Spp,Rhechias Sp.
Species,resourcePotentialesswss437BIOMASS,resourcePotentialesswss437BIOMASS.csv,Spp,Uroconger Sp.
Species,resourcePotentialesswss438BIOMASS,resourcePotentialesswss438BIOMASS.csv,Spp,U. Syringinus
Species,resourcePotentialesswss439BIOMASS,resourcePotentialesswss439BIOMASS.csv,Spp,D. Splendidus
Species,resourcePotentialesswss440BIOMASS,resourcePotentialesswss440BIOMASS.csv,Spp,Snake Eels (Ns)
Species,resourcePotentialesswss441BIOMASS,resourcePotentialesswss441BIOMASS.csv,Spp,Ahlia Egmontis
Species,resourcePotentialesswss442BIOMASS,resourcePotentialesswss442BIOMASS.csv,Spp,Academy Eel
Species,resourcePotentialesswss443BIOMASS,resourcePotentialesswss443BIOMASS.csv,Spp,Finless Eel
Species,resourcePotentialesswss444BIOMASS,resourcePotentialesswss444BIOMASS.csv,Spp,B. Bascanium
Species,resourcePotentialesswss445BIOMASS,resourcePotentialesswss445BIOMASS.csv,Spp,Callechelys Sp.
Species,resourcePotentialesswss446BIOMASS,resourcePotentialesswss446BIOMASS.csv,Spp,C. Muraena
Species,resourcePotentialesswss447BIOMASS,resourcePotentialesswss447BIOMASS.csv,Spp,Echiophis Sp.
Species,resourcePotentialesswss448BIOMASS,resourcePotentialesswss448BIOMASS.csv,Spp,M. Platyrhynchus
Species,resourcePotentialesswss449BIOMASS,resourcePotentialesswss449BIOMASS.csv,Spp,Myrophis Punctatus
Species,resourcePotentialesswss450BIOMASS,resourcePotentialesswss450BIOMASS.csv,Spp,Ophichthus Sp.
Species,resourcePotentialesswss451BIOMASS,resourcePotentialesswss451BIOMASS.csv,Spp,Shrimp Eel
Species,resourcePotentialesswss452BIOMASS,resourcePotentialesswss452BIOMASS.csv,Spp,"Eel,Palespotted"
Species,resourcePotentialesswss453BIOMASS,resourcePotentialesswss453BIOMASS.csv,Spp,Diaphus Bertelseni
Species,resourcePotentialesswss454BIOMASS,resourcePotentialesswss454BIOMASS.csv,Spp,Loweina Rara
Species,resourcePotentialesswss455BIOMASS,resourcePotentialesswss455BIOMASS.csv,Spp,"Eels, Cutthroat (Ns)"
